MD,Inc,Azi
4006,26.79,163.87
4007,26.81,163.95
4008,26.82,163.96
4009,26.82,163.95
4010,26.85,163.96
4011,26.87,163.98
4012,26.88,163.97
4013,26.9,163.96
4014,26.93,163.99
4015,26.94,163.99
4016,26.95,163.97
4017,26.97,163.96
4018,26.99,163.97
4019,27,163.97
4020,27.01,163.97
4021,27.04,163.98
4022,27.05,163.98
4023,27.05,163.98
4024,27.05,163.96
4025,27.07,163.96
4026,27.1,163.97
4027,27.11,163.97
4028,27.12,163.96
4029,27.13,163.94
4030,27.15,163.94
4031,27.16,163.95
4032,27.17,163.96
4033,27.19,163.95
4034,27.21,163.93
4035,27.23,163.93
4036,27.24,163.95
4037,27.27,163.97
4038,27.3,163.98
4039,27.31,163.99
4040,27.32,164
4041,27.34,164.02
4042,27.35,164.04
4043,27.34,164.03
4044,27.34,164
4045,27.37,164
4046,27.4,164
4047,27.43,163.98
4048,27.46,163.99
4049,27.49,164.04
4050,27.5,164.05
4051,27.52,164
4052,27.54,163.94
4053,27.57,163.94
4054,27.61,163.95
4055,27.63,163.95
4056,27.64,163.96
4057,27.66,163.97
4058,27.68,163.99
4059,27.7,164
4060,27.7,163.99
4061,27.71,163.99
4062,27.72,163.99
4063,27.73,163.96
4064,27.74,163.96
4065,27.76,164
4066,27.77,164.01
4067,27.77,164.02
4068,27.76,164
4069,27.76,164
4070,27.78,164.01
4071,27.79,164.02
4072,27.8,164.02
4073,27.81,163.99
4074,27.83,163.96
4075,27.85,163.95
4076,27.87,163.96
4077,27.89,163.98
4078,27.9,163.99
4079,27.9,163.99
4080,27.89,163.99
4081,27.88,163.98
4082,27.89,163.98
4083,27.91,163.98
4084,27.91,163.94
4085,27.91,163.93
4086,27.91,163.94
4087,27.92,163.93
4088,27.92,163.93
4089,27.93,163.95
4090,27.92,163.94
4091,27.91,163.89
4092,27.92,163.88
4093,27.94,163.92
4094,27.95,163.93
4095,27.95,163.93
4096,27.96,163.94
4097,27.97,163.96
4098,27.97,163.97
4099,27.98,163.98
4100,28,163.99
4101,28.01,163.98
4102,28,163.97
4103,28,163.96
4104,28.02,163.95
4105,28.03,163.95
4106,28.04,163.96
4107,28.04,163.98
4108,28.06,163.99
4109,28.06,163.97
4110,28.05,163.96
4111,28.02,163.96
4112,28,163.95
4113,27.99,163.94
4114,27.98,163.94
4115,27.98,163.95
4116,27.99,163.97
4117,28.01,164.02
4118,28.03,164.04
4119,28.05,164.04
4120,28.06,164.04
4121,28.08,164.04
4122,28.08,164.05
4123,28.09,164.05
4124,28.11,164.03
4125,28.12,164
4126,28.13,163.95
4127,28.14,163.89
4128,28.13,163.9
4129,28.09,163.89
4130,28.07,163.84
4131,28.06,163.84
4132,28.06,163.84
4133,28.07,163.83
4134,28.07,163.83
4135,28.07,163.82
4136,28.07,163.83
4137,28.06,163.84
4138,28.05,163.86
4139,28.05,163.86
4140,28.04,163.83
4141,28.06,163.82
4142,28.07,163.82
4143,28.07,163.82
4144,28.08,163.8
4145,28.09,163.77
4146,28.09,163.76
4147,28.09,163.76
4148,28.1,163.74
4149,28.12,163.74
4150,28.13,163.73
4151,28.14,163.72
4152,28.15,163.72
4153,28.17,163.71
4154,28.17,163.68
4155,28.18,163.67
4156,28.19,163.69
4157,28.2,163.69
4158,28.21,163.72
4159,28.21,163.74
4160,28.22,163.76
4161,28.23,163.77
4162,28.21,163.76
4163,28.19,163.77
4164,28.19,163.78
4165,28.2,163.79
4166,28.2,163.78
4167,28.2,163.75
4168,28.21,163.74
4169,28.21,163.73
4170,28.18,163.73
4171,28.15,163.75
4172,28.14,163.7
4173,28.16,163.65
4174,28.17,163.65
4175,28.18,163.64
4176,28.19,163.62
4177,28.21,163.6
4178,28.23,163.61
4179,28.25,163.62
4180,28.24,163.65
4181,28.23,163.65
4182,28.24,163.66
4183,28.26,163.67
4184,28.26,163.68
4185,28.26,163.69
4186,28.27,163.71
4187,28.28,163.71
4188,28.29,163.7
4189,28.28,163.69
4190,28.28,163.68
4191,28.29,163.69
4192,28.28,163.66
4193,28.26,163.66
4194,28.27,163.65
4195,28.28,163.64
4196,28.28,163.62
4197,28.27,163.6
4198,28.29,163.61
4199,28.3,163.6
4200,28.31,163.6
4201,28.32,163.6
4202,28.33,163.59
4203,28.34,163.58
4204,28.35,163.56
4205,28.35,163.56
4206,28.34,163.55
4207,28.34,163.52
4208,28.34,163.5
4209,28.34,163.49
4210,28.31,163.49
4211,28.29,163.48
4212,28.26,163.5
4213,28.24,163.54
4214,28.24,163.52
4215,28.25,163.52
4216,28.26,163.53
4217,28.27,163.5
4218,28.3,163.44
4219,28.32,163.41
4220,28.34,163.41
4221,28.35,163.4
4222,28.37,163.42
4223,28.37,163.45
4224,28.37,163.46
4225,28.37,163.47
4226,28.39,163.46
4227,28.4,163.47
4228,28.42,163.47
4229,28.43,163.46
4230,28.44,163.44
4231,28.44,163.42
4232,28.43,163.41
4233,28.43,163.39
4234,28.44,163.38
4235,28.46,163.41
4236,28.47,163.44
4237,28.49,163.44
4238,28.5,163.45
4239,28.51,163.46
4240,28.51,163.47
4241,28.5,163.49
4242,28.49,163.51
4243,28.49,163.51
4244,28.49,163.51
4245,28.49,163.52
4246,28.47,163.53
4247,28.46,163.54
4248,28.45,163.52
4249,28.47,163.52
4250,28.48,163.54
4251,28.48,163.56
4252,28.47,163.56
4253,28.48,163.55
4254,28.5,163.52
4255,28.51,163.49
4256,28.52,163.49
4257,28.53,163.46
4258,28.53,163.44
4259,28.53,163.43
4260,28.54,163.43
4261,28.53,163.45
4262,28.52,163.45
4263,28.53,163.45
4264,28.53,163.48
4265,28.51,163.47
4266,28.5,163.46
4267,28.5,163.45
4268,28.49,163.45
4269,28.49,163.45
4270,28.49,163.45
4271,28.51,163.45
4272,28.52,163.45
4273,28.53,163.43
4274,28.52,163.42
4275,28.53,163.41
4276,28.53,163.41
4277,28.53,163.43
4278,28.53,163.42
4279,28.54,163.41
4280,28.53,163.41
4281,28.53,163.38
4282,28.52,163.36
4283,28.51,163.37
4284,28.51,163.35
4285,28.51,163.34
4286,28.51,163.34
4287,28.52,163.32
4288,28.52,163.31
4289,28.54,163.31
4290,28.55,163.32
4291,28.55,163.33
4292,28.56,163.31
4293,28.55,163.29
4294,28.54,163.27
4295,28.52,163.25
4296,28.51,163.25
4297,28.49,163.24
4298,28.49,163.17
4299,28.49,163.14
4300,28.48,163.16
4301,28.46,163.17
4302,28.43,163.2
4303,28.42,163.24
4304,28.42,163.25
4305,28.43,163.25
4306,28.42,163.25
4307,28.41,163.24
4308,28.41,163.19
4309,28.41,163.19
4310,28.41,163.18
4311,28.41,163.16
4312,28.4,163.15
4313,28.39,163.12
4314,28.4,163.09
4315,28.41,163.1
4316,28.41,163.1
4317,28.4,163.11
4318,28.39,163.12
4319,28.39,163.09
4320,28.39,163.07
4321,28.38,163.06
4322,28.38,163.07
4323,28.4,163.07
4324,28.41,163.06
4325,28.43,163.04
4326,28.45,163.04
4327,28.45,163.05
4328,28.46,163.04
4329,28.48,163.07
4330,28.49,163.1
4331,28.5,163.11
4332,28.51,163.09
4333,28.5,163.1
4334,28.5,163.11
4335,28.5,163.08
4336,28.49,163.07
4337,28.46,163.05
4338,28.43,163
4339,28.42,162.96
4340,28.42,162.92
4341,28.42,162.91
4342,28.43,162.9
4343,28.45,162.89
4344,28.46,162.9
4345,28.47,162.93
4346,28.47,162.98
4347,28.47,163
4348,28.47,162.97
4349,28.47,162.96
4350,28.48,162.96
4351,28.49,162.96
4352,28.5,162.96
4353,28.5,162.95
4354,28.52,162.93
4355,28.52,162.92
4356,28.51,162.91
4357,28.51,162.9
4358,28.51,162.91
4359,28.51,162.91
4360,28.51,162.91
4361,28.52,162.91
4362,28.52,162.89
4363,28.53,162.87
4364,28.54,162.89
4365,28.55,162.91
4366,28.57,162.91
4367,28.57,162.92
4368,28.56,162.92
4369,28.55,162.92
4370,28.56,162.91
4371,28.57,162.91
4372,28.57,162.92
4373,28.57,162.92
4374,28.58,162.92
4375,28.59,162.92
4376,28.59,162.93
4377,28.59,162.93
4378,28.59,162.93
4379,28.58,162.94
4380,28.56,162.94
4381,28.53,162.93
4382,28.52,162.91
4383,28.52,162.91
4384,28.51,162.92
4385,28.52,162.91
4386,28.53,162.9
4387,28.53,162.89
4388,28.53,162.89
4389,28.52,162.91
4390,28.52,162.91
4391,28.5,162.91
4392,28.5,162.91
4393,28.5,162.88
4394,28.48,162.88
4395,28.47,162.88
4396,28.48,162.83
4397,28.48,162.81
4398,28.47,162.79
4399,28.45,162.78
4400,28.44,162.79
4401,28.45,162.78
4402,28.45,162.79
4403,28.46,162.79
4404,28.46,162.79
4405,28.47,162.77
4406,28.48,162.77
4407,28.48,162.79
4408,28.49,162.77
4409,28.5,162.77
4410,28.51,162.76
4411,28.51,162.75
4412,28.52,162.77
4413,28.52,162.77
4414,28.53,162.77
4415,28.53,162.76
4416,28.53,162.77
4417,28.53,162.77
4418,28.52,162.77
4419,28.51,162.78
4420,28.48,162.79
4421,28.47,162.8
4422,28.46,162.78
4423,28.44,162.75
4424,28.43,162.74
4425,28.42,162.74
4426,28.41,162.71
4427,28.4,162.71
4428,28.4,162.74
4429,28.4,162.74
4430,28.4,162.74
4431,28.4,162.73
4432,28.39,162.7
4433,28.38,162.69
4434,28.38,162.69
4435,28.37,162.71
4436,28.34,162.75
4437,28.33,162.74
4438,28.33,162.71
4439,28.34,162.71
4440,28.33,162.71
4441,28.32,162.69
4442,28.31,162.72
4443,28.31,162.78
4444,28.32,162.82
4445,28.32,162.82
4446,28.32,162.8
4447,28.32,162.79
4448,28.32,162.81
4449,28.31,162.83
4450,28.32,162.84
4451,28.32,162.83
4452,28.32,162.8
4453,28.33,162.8
4454,28.34,162.84
4455,28.36,162.86
4456,28.38,162.86
4457,28.39,162.84
4458,28.4,162.82
4459,28.39,162.83
4460,28.38,162.84
4461,28.36,162.86
4462,28.35,162.86
4463,28.34,162.86
4464,28.33,162.88
4465,28.34,162.9
4466,28.33,162.9
4467,28.31,162.9
4468,28.31,162.91
4469,28.31,162.94
4470,28.32,162.97
4471,28.31,162.96
4472,28.32,162.95
4473,28.33,162.96
4474,28.32,162.96
4475,28.33,162.92
4476,28.35,162.89
4477,28.35,162.87
4478,28.35,162.85
4479,28.36,162.83
4480,28.37,162.81
4481,28.36,162.78
4482,28.36,162.74
4483,28.38,162.74
4484,28.39,162.75
4485,28.4,162.75
4486,28.39,162.73
4487,28.4,162.72
4488,28.42,162.7
4489,28.42,162.7
4490,28.42,162.7
4491,28.43,162.7
4492,28.44,162.69
4493,28.44,162.67
4494,28.45,162.65
4495,28.47,162.64
4496,28.49,162.63
4497,28.51,162.63
4498,28.52,162.65
4499,28.54,162.67
4500,28.56,162.67
4501,28.57,162.65
4502,28.58,162.65
4503,28.61,162.65
4504,28.64,162.64
4505,28.65,162.63
4506,28.67,162.63
4507,28.69,162.63
4508,28.71,162.62
4509,28.73,162.6
4510,28.75,162.6
4511,28.77,162.59
4512,28.78,162.56
4513,28.81,162.53
4514,28.83,162.53
4515,28.82,162.54
4516,28.81,162.53
4517,28.82,162.51
4518,28.86,162.48
4519,28.86,162.47
4520,28.87,162.47
4521,28.88,162.48
4522,28.9,162.5
4523,28.93,162.51
4524,28.95,162.5
4525,28.98,162.52
4526,28.99,162.54
4527,28.99,162.56
4528,29.01,162.52
4529,29.03,162.49
4530,29.04,162.47
4531,29.05,162.49
4532,29.05,162.5
4533,29.07,162.5
4534,29.08,162.53
4535,29.08,162.53
4536,29.07,162.52
4537,29.07,162.51
4538,29.09,162.5
4539,29.09,162.49
4540,29.09,162.48
4541,29.1,162.48
4542,29.12,162.5
4543,29.11,162.49
4544,29.11,162.48
4545,29.13,162.49
4546,29.14,162.51
4547,29.13,162.53
4548,29.13,162.54
4549,29.15,162.53
4550,29.16,162.51
4551,29.16,162.51
4552,29.17,162.53
4553,29.19,162.56
4554,29.21,162.58
4555,29.22,162.6
4556,29.2,162.62
4557,29.18,162.6
4558,29.18,162.57
4559,29.18,162.56
4560,29.18,162.57
4561,29.17,162.56
4562,29.19,162.55
4563,29.21,162.56
4564,29.23,162.58
4565,29.25,162.61
4566,29.26,162.65
4567,29.27,162.66
4568,29.28,162.65
4569,29.31,162.64
4570,29.33,162.66
4571,29.34,162.71
4572,29.34,162.74
4573,29.36,162.73
4574,29.37,162.75
4575,29.38,162.75
4576,29.38,162.71
4577,29.38,162.69
4578,29.39,162.69
4579,29.38,162.68
4580,29.38,162.65
4581,29.39,162.64
4582,29.4,162.65
4583,29.4,162.65
4584,29.4,162.65
4585,29.4,162.66
4586,29.4,162.66
4587,29.41,162.65
4588,29.4,162.62
4589,29.42,162.59
4590,29.43,162.6
4591,29.43,162.6
4592,29.43,162.6
4593,29.42,162.58
4594,29.43,162.53
4595,29.44,162.5
4596,29.43,162.52
4597,29.41,162.55
4598,29.41,162.54
4599,29.43,162.55
4600,29.44,162.58
4601,29.45,162.59
4602,29.45,162.62
4603,29.46,162.64
4604,29.48,162.65
4605,29.49,162.63
4606,29.51,162.61
4607,29.52,162.6
4608,29.53,162.59
4609,29.54,162.61
4610,29.55,162.62
4611,29.57,162.62
4612,29.59,162.62
4613,29.61,162.62
4614,29.62,162.62
4615,29.63,162.63
4616,29.64,162.62
4617,29.65,162.62
4618,29.65,162.65
4619,29.65,162.67
4620,29.66,162.68
4621,29.67,162.67
4622,29.68,162.65
4623,29.69,162.66
4624,29.69,162.66
4625,29.7,162.67
4626,29.71,162.69
4627,29.72,162.68
4628,29.73,162.65
4629,29.75,162.65
4630,29.77,162.68
4631,29.79,162.71
4632,29.81,162.72
4633,29.83,162.73
4634,29.84,162.76
4635,29.84,162.76
4636,29.83,162.75
4637,29.81,162.74
4638,29.8,162.72
4639,29.83,162.71
4640,29.87,162.74
4641,29.89,162.77
4642,29.91,162.77
4643,29.94,162.77
4644,29.96,162.79
4645,29.99,162.81
4646,30.01,162.82
4647,30.02,162.83
4648,30.05,162.83
4649,30.07,162.83
4650,30.07,162.86
4651,30.09,162.87
4652,30.1,162.88
4653,30.11,162.9
4654,30.13,162.91
4655,30.14,162.91
4656,30.16,162.89
4657,30.17,162.88
4658,30.17,162.88
4659,30.19,162.87
4660,30.2,162.86
4661,30.21,162.87
4662,30.2,162.88
4663,30.2,162.9
4664,30.21,162.92
4665,30.22,162.92
4666,30.22,162.9
4667,30.2,162.88
4668,30.19,162.9
4669,30.2,162.93
4670,30.2,162.95
4671,30.2,162.95
4672,30.22,162.94
4673,30.22,162.93
4674,30.22,162.92
4675,30.22,162.93
4676,30.23,162.95
4677,30.23,162.96
4678,30.22,162.96
4679,30.22,162.96
4680,30.23,162.96
4681,30.24,162.97
4682,30.25,162.97
4683,30.25,162.94
4684,30.27,162.92
4685,30.27,162.9
4686,30.27,162.88
4687,30.29,162.86
4688,30.3,162.86
4689,30.31,162.86
4690,30.3,162.86
4691,30.3,162.86
4692,30.3,162.86
4693,30.3,162.88
4694,30.29,162.87
4695,30.28,162.87
4696,30.29,162.89
4697,30.3,162.9
4698,30.3,162.9
4699,30.3,162.89
4700,30.32,162.88
4701,30.34,162.87
4702,30.34,162.86
4703,30.34,162.85
4704,30.36,162.84
4705,30.38,162.84
4706,30.39,162.83
4707,30.4,162.83
4708,30.42,162.84
4709,30.43,162.84
4710,30.44,162.84
4711,30.46,162.83
4712,30.5,162.81
4713,30.53,162.8
4714,30.55,162.8
4715,30.56,162.78
4716,30.54,162.76
4717,30.49,162.72
4718,30.45,162.7
4719,30.44,162.75
4720,30.44,162.83
4721,30.46,162.9
4722,30.49,162.93
4723,30.51,162.93
4724,30.52,162.93
4725,30.55,162.92
4726,30.58,162.91
4727,30.6,162.91
4728,30.61,162.92
4729,30.63,162.92
4730,30.66,162.88
4731,30.66,162.87
4732,30.67,162.92
4733,30.69,162.94
4734,30.7,162.93
4735,30.71,162.95
4736,30.71,162.96
4737,30.71,162.98
4738,30.72,163.04
4739,30.73,163.08
4740,30.74,163.08
4741,30.76,163.06
4742,30.75,163
4743,30.73,162.97
4744,30.71,162.96
4745,30.71,162.94
4746,30.72,162.94
4747,30.73,162.93
4748,30.73,162.93
4749,30.75,162.96
4750,30.77,162.98
4751,30.78,163
4752,30.79,163.01
4753,30.81,162.98
4754,30.81,162.95
4755,30.82,162.97
4756,30.82,162.99
4757,30.79,162.99
4758,30.75,162.96
4759,30.73,162.93
4760,30.7,162.92
4761,30.69,162.92
4762,30.69,162.94
4763,30.7,162.97
4764,30.71,162.98
4765,30.73,162.98
4766,30.75,162.98
4767,30.76,163
4768,30.77,163.03
4769,30.78,163.05
4770,30.79,163.07
4771,30.8,163.09
4772,30.81,163.08
4773,30.83,163.08
4774,30.83,163.08
4775,30.82,163.07
4776,30.82,163.06
4777,30.84,163.05
4778,30.85,163.05
4779,30.85,163.05
4780,30.85,163.03
4781,30.85,163.02
4782,30.86,163.03
4783,30.86,163.06
4784,30.87,163.07
4785,30.88,163.05
4786,30.88,163.04
4787,30.89,163.05
4788,30.9,163.08
4789,30.93,163.09
4790,30.93,163.08
4791,30.92,163.09
4792,30.93,163.08
4793,30.94,163.09
4794,30.95,163.1
4795,30.94,163.12
4796,30.92,163.1
4797,30.91,163.06
4798,30.91,163.05
4799,30.91,163.07
4800,30.91,163.08
4801,30.91,163.06
4802,30.91,163.05
4803,30.92,163.06
4804,30.94,163.07
4805,30.94,163.08
4806,30.94,163.08
4807,30.96,163.08
4808,30.97,163.09
4809,30.98,163.11
4810,30.99,163.11
4811,31,163.11
4812,31,163.11
4813,31,163.12
4814,31,163.12
4815,31.01,163.1
4816,31.02,163.11
4817,31.02,163.13
4818,31.02,163.16
4819,31.03,163.17
4820,31.05,163.18
4821,31.06,163.19
4822,31.06,163.18
4823,31.06,163.2
4824,31.07,163.22
4825,31.07,163.21
4826,31.06,163.2
4827,31.06,163.2
4828,31.05,163.21
4829,31.04,163.22
4830,31.03,163.23
4831,31.03,163.22
4832,31.05,163.23
4833,31.05,163.25
4834,31.06,163.24
4835,31.07,163.22
4836,31.08,163.2
4837,31.07,163.16
4838,31.07,163.14
4839,31.07,163.16
4840,31.09,163.22
4841,31.1,163.27
4842,31.1,163.27
4843,31.1,163.26
4844,31.11,163.29
4845,31.13,163.31
4846,31.13,163.29
4847,31.14,163.29
4848,31.15,163.3
4849,31.16,163.3
4850,31.17,163.28
4851,31.18,163.28
4852,31.19,163.3
4853,31.19,163.31
4854,31.18,163.31
4855,31.18,163.3
4856,31.2,163.3
4857,31.21,163.29
4858,31.2,163.29
4859,31.2,163.31
4860,31.21,163.34
4861,31.22,163.33
4862,31.22,163.33
4863,31.21,163.34
4864,31.23,163.35
4865,31.25,163.34
4866,31.26,163.33
4867,31.28,163.33
4868,31.29,163.33
4869,31.3,163.33
4870,31.31,163.34
4871,31.32,163.35
4872,31.34,163.35
4873,31.36,163.37
4874,31.36,163.39
4875,31.38,163.38
4876,31.4,163.36
4877,31.39,163.35
4878,31.37,163.34
4879,31.35,163.34
4880,31.35,163.34
4881,31.36,163.34
4882,31.37,163.35
4883,31.38,163.37
4884,31.4,163.39
4885,31.41,163.41
4886,31.43,163.4
4887,31.44,163.37
4888,31.45,163.36
4889,31.45,163.36
4890,31.47,163.36
4891,31.49,163.37
4892,31.5,163.38
4893,31.51,163.38
4894,31.52,163.37
4895,31.51,163.36
4896,31.51,163.36
4897,31.52,163.35
4898,31.52,163.34
4899,31.51,163.34
4900,31.5,163.36
4901,31.5,163.38
4902,31.51,163.41
4903,31.51,163.43
4904,31.52,163.43
4905,31.53,163.42
4906,31.54,163.41
4907,31.54,163.41
4908,31.55,163.44
4909,31.56,163.46
4910,31.56,163.45
4911,31.56,163.45
4912,31.57,163.46
4913,31.58,163.48
4914,31.6,163.49
4915,31.62,163.49
4916,31.64,163.5
4917,31.65,163.51
4918,31.65,163.51
4919,31.65,163.51
4920,31.64,163.5
4921,31.63,163.49
4922,31.62,163.48
4923,31.6,163.47
4924,31.58,163.47
4925,31.57,163.47
4926,31.57,163.5
4927,31.57,163.54
4928,31.56,163.56
4929,31.56,163.57
4930,31.57,163.58
4931,31.58,163.6
4932,31.58,163.61
4933,31.58,163.61
4934,31.58,163.6
4935,31.58,163.6
4936,31.57,163.59
4937,31.56,163.56
4938,31.55,163.54
4939,31.55,163.53
4940,31.55,163.54
4941,31.56,163.57
4942,31.57,163.59
4943,31.58,163.59
4944,31.58,163.59
4945,31.57,163.6
4946,31.58,163.61
4947,31.59,163.61
4948,31.58,163.61
4949,31.57,163.62
4950,31.57,163.63
4951,31.58,163.64
4952,31.58,163.64
4953,31.57,163.63
4954,31.56,163.64
4955,31.56,163.63
4956,31.54,163.63
4957,31.51,163.61
4958,31.49,163.58
4959,31.47,163.55
4960,31.44,163.54
4961,31.4,163.54
4962,31.35,163.52
4963,31.29,163.51
4964,31.26,163.54
4965,31.26,163.59
4966,31.27,163.64
4967,31.28,163.69
4968,31.29,163.71
4969,31.29,163.72
4970,31.3,163.74
4971,31.31,163.75
4972,31.3,163.77
4973,31.29,163.79
4974,31.3,163.82
4975,31.3,163.85
4976,31.3,163.86
4977,31.3,163.86
4978,31.31,163.86
4979,31.32,163.86
4980,31.32,163.84
4981,31.32,163.84
4982,31.31,163.86
4983,31.3,163.87
4984,31.29,163.86
4985,31.27,163.86
4986,31.26,163.88
4987,31.24,163.91
4988,31.22,163.91
4989,31.2,163.89
4990,31.18,163.89
4991,31.16,163.88
4992,31.13,163.86
4993,31.1,163.87
4994,31.07,163.89
4995,31.06,163.91
4996,31.04,163.91
4997,31.02,163.9
4998,30.99,163.9
4999,30.97,163.95
5000,30.97,164.02
5001,30.96,164.06
5002,30.95,164.04
5003,30.95,164.01
5004,30.95,163.99
5005,30.96,163.98
5006,30.96,163.96
5007,30.97,163.94
5008,30.95,163.89
5009,30.95,163.88
5010,30.94,163.88
5011,30.94,163.86
5012,30.94,163.85
5013,30.94,163.85
5014,30.93,163.86
5015,30.94,163.85
5016,30.95,163.83
5017,30.94,163.81
5018,30.94,163.8
5019,30.93,163.78
5020,30.92,163.78
5021,30.92,163.78
5022,30.92,163.77
5023,30.93,163.77
5024,30.93,163.78
5025,30.93,163.79
5026,30.94,163.8
5027,30.94,163.8
5028,30.95,163.8
5029,30.95,163.79
5030,30.95,163.79
5031,30.95,163.79
5032,30.95,163.78
5033,30.95,163.78
5034,30.95,163.78
5035,30.95,163.77
5036,30.96,163.77
5037,30.95,163.77
5038,30.94,163.75
5039,30.93,163.74
5040,30.95,163.71
5041,30.97,163.7
5042,30.98,163.69
5043,30.99,163.68
5044,31,163.68
5045,30.99,163.68
5046,30.96,163.7
5047,30.96,163.74
5048,30.97,163.77
5049,30.97,163.78
5050,30.97,163.78
5051,30.97,163.76
5052,30.97,163.76
5053,30.96,163.76
5054,30.97,163.76
5055,30.98,163.74
5056,30.99,163.71
5057,30.99,163.7
5058,31.01,163.7
5059,31.03,163.71
5060,31.03,163.69
5061,31.03,163.68
5062,31.04,163.68
5063,31.04,163.68
5064,31.04,163.68
5065,31.05,163.68
5066,31.06,163.68
5067,31.07,163.67
5068,31.07,163.67
5069,31.08,163.68
5070,31.09,163.68
5071,31.11,163.68
5072,31.12,163.7
5073,31.13,163.71
5074,31.13,163.7
5075,31.14,163.71
5076,31.15,163.73
5077,31.15,163.74
5078,31.15,163.75
5079,31.16,163.77
5080,31.17,163.78
5081,31.15,163.76
5082,31.13,163.75
5083,31.14,163.75
5084,31.15,163.75
5085,31.16,163.74
5086,31.16,163.72
5087,31.17,163.7
5088,31.17,163.69
5089,31.17,163.69
5090,31.17,163.67
5091,31.17,163.66
5092,31.16,163.68
5093,31.16,163.72
5094,31.16,163.74
5095,31.15,163.72
5096,31.14,163.71
5097,31.13,163.71
5098,31.12,163.71
5099,31.12,163.71
5100,31.12,163.72
5101,31.12,163.73
5102,31.11,163.72
5103,31.12,163.71
5104,31.12,163.71
5105,31.11,163.7
5106,31.11,163.7
5107,31.1,163.71
5108,31.1,163.72
5109,31.1,163.72
5110,31.1,163.72
5111,31.1,163.7
5112,31.1,163.69
5113,31.09,163.69
5114,31.09,163.7
5115,31.09,163.7
5116,31.09,163.71
5117,31.08,163.71
5118,31.07,163.69
5119,31.07,163.68
5120,31.08,163.68
5121,31.08,163.69
5122,31.07,163.7
5123,31.07,163.68
5124,31.06,163.65
5125,31.05,163.66
5126,31.03,163.69
5127,31,163.7
5128,30.97,163.68
5129,30.95,163.68
5130,30.94,163.71
5131,30.94,163.74
5132,30.95,163.76
5133,30.96,163.77
5134,30.96,163.78
5135,30.95,163.78
5136,30.94,163.78
5137,30.94,163.79
5138,30.93,163.78
5139,30.91,163.78
5140,30.91,163.77
5141,30.92,163.76
5142,30.92,163.75
5143,30.92,163.76
5144,30.92,163.76
5145,30.92,163.76
5146,30.92,163.77
5147,30.92,163.75
5148,30.92,163.72
5149,30.93,163.71
5150,30.93,163.7
5151,30.95,163.73
5152,30.97,163.73
5153,30.97,163.71
5154,30.98,163.72
5155,31,163.73
5156,31.02,163.74
5157,31.04,163.75
5158,31.06,163.76
5159,31.07,163.78
5160,31.08,163.81
5161,31.1,163.86
5162,31.13,163.92
5163,31.15,163.97
5164,31.16,163.98
5165,31.17,163.99
5166,31.17,164
5167,31.17,164.02
5168,31.17,164.02
5169,31.15,163.99
5170,31.14,163.97
5171,31.14,163.98
5172,31.13,163.97
5173,31.12,163.95
5174,31.11,163.95
5175,31.1,163.95
5176,31.1,163.93
5177,31.09,163.92
5178,31.08,163.91
5179,31.08,163.9
5180,31.08,163.89
5181,31.07,163.88
5182,31.07,163.88
5183,31.07,163.87
5184,31.06,163.87
5185,31.06,163.86
5186,31.06,163.85
5187,31.06,163.84
5188,31.05,163.83
5189,31.04,163.83
5190,31.03,163.84
5191,31.03,163.86
5192,31.03,163.87
5193,31.03,163.88
5194,31.03,163.9
5195,31.04,163.9
5196,31.04,163.91
5197,31.03,163.9
5198,31.02,163.9
5199,31.01,163.9
5200,31,163.88
5201,30.98,163.88
5202,30.96,163.87
5203,30.94,163.85
5204,30.92,163.83
5205,30.89,163.8
5206,30.88,163.78
5207,30.86,163.77
5208,30.84,163.78
5209,30.82,163.78
5210,30.81,163.77
5211,30.79,163.77
5212,30.77,163.76
5213,30.76,163.75
5214,30.74,163.74
5215,30.72,163.73
5216,30.7,163.74
5217,30.69,163.73
5218,30.67,163.71
5219,30.66,163.69
5220,30.65,163.67
5221,30.64,163.65
5222,30.61,163.66
5223,30.57,163.67
5224,30.54,163.66
5225,30.52,163.64
5226,30.5,163.63
5227,30.49,163.63
5228,30.49,163.63
5229,30.49,163.61
5230,30.49,163.6
5231,30.5,163.6
5232,30.51,163.58
5233,30.5,163.56
5234,30.5,163.56
5235,30.5,163.56
5236,30.5,163.56
5237,30.5,163.57
5238,30.5,163.58
5239,30.5,163.58
5240,30.51,163.57
5241,30.52,163.58
5242,30.52,163.59
5243,30.53,163.6
5244,30.54,163.62
5245,30.56,163.63
5246,30.57,163.61
5247,30.57,163.6
5248,30.54,163.61
5249,30.52,163.6
5250,30.5,163.59
5251,30.5,163.59
5252,30.49,163.59
5253,30.48,163.59
5254,30.48,163.6
5255,30.49,163.61
5256,30.5,163.62
5257,30.51,163.61
5258,30.52,163.6
5259,30.52,163.58
5260,30.52,163.56
5261,30.52,163.55
5262,30.53,163.54
5263,30.53,163.54
5264,30.52,163.54
5265,30.51,163.56
5266,30.51,163.56
5267,30.51,163.56
5268,30.51,163.56
5269,30.49,163.55
5270,30.48,163.54
5271,30.48,163.54
5272,30.46,163.56
5273,30.44,163.57
5274,30.43,163.52
5275,30.43,163.46
5276,30.41,163.45
5277,30.4,163.46
5278,30.38,163.46
5279,30.37,163.46
5280,30.36,163.45
5281,30.34,163.45
5282,30.33,163.46
