MD,Inc,Azi,TVD,NS,EW,Section,DLS,Build,Turn,Rugosity,Target 
7811,24.32,175.03,7198.857150180756,-2636.574666765626,780.2031691274799,2558.542517455545,3.028168169777919,-3.0000000000001315,0.9999999999999377,nan,185
7812,24.29,175.02,7199.7685175325005,-2636.984710027735,780.238862965851,2558.9478894562517,3.02810327918651,-3.0000000000001315,-0.9999999999999377,nan,185
7813,24.26,175.01,7200.680100269361,-2637.3942716118195,780.2745868993558,2559.3527789889004,3.0280384461825256,-2.999999999999813,-0.9999999999999377,nan,185
7814,24.17,175.01,7201.592112942914,-2637.8028788255356,780.310263538208,2559.7567219048483,9.000000000037076,-9.000000000000076,0.0,nan,185
7815,24.06,174.99,7202.504840049574,-2638.2098934666437,780.345872551692,2560.1590842023475,11.030308818022133,-11.00000000000027,-1.9999999999998754,nan,185
7816,23.91,174.94,7203.418491707975,-2638.6148222627817,780.3815479706423,2560.559362804528,15.137072582099343,-14.999999999999702,-4.999999999999689,nan,185
7817,23.8,174.9,7204.333063444273,-2639.0176570535864,780.4173579787812,2560.9575436394775,11.118314596557754,-10.999999999999952,-3.999999999999751,nan,185
7818,23.780000000000005,174.88,7205.248093526994,-2639.41943940635,780.4532867543895,2561.3546656899634,2.156589821078012,-1.9999999999998754,-2.00000000000242,nan,185
7819,23.780000000000005,174.87,7206.1631940033585,-2639.8210532723224,780.4893064768213,2561.7516119682628,0.40322588650043695,0.0,-0.9999999999973934,nan,185
7820,23.780000000000005,174.86,7207.078294479723,-2640.2226608455503,780.5253962935469,2562.1485458686434,0.40322588650043695,0.0,-0.9999999999999377,nan,185
7821,23.76,174.85,7207.993465313697,-2640.6241030352353,780.5615418661441,2562.5453101553717,2.0402113399664787,-2.0000000000001936,-1.0000000000024822,nan,185
7822,23.77,174.85,7208.908671321452,-2641.0254625278867,780.5977153162039,2562.941989630072,0.9999999982653272,0.9999999999999377,0.0,nan,185
7823,23.780000000000005,174.83,7209.8238069824,-2641.426974774397,780.633973195003,2563.3388139189074,1.2845648492228237,1.0000000000002558,-1.999999999997331,nan,185
7824,23.8,174.8,7210.738837067011,-2641.8287097391794,780.6704279403293,2563.7358429204555,2.337622554113133,1.9999999999998754,-2.999999999999813,nan,185
7825,23.8,174.79,7211.65379673524,-2642.230591009343,780.7070373625364,2564.133004189671,0.4035452969364943,0.0,-1.0000000000024822,nan,185
7826,23.79,174.77,7212.568791615927,-2642.632383162395,780.7437447169787,2564.530068145536,1.2849659300796952,-1.0000000000002558,-1.999999999997331,nan,185
7827,23.77,174.75,7213.483892088778,-2643.0339239196533,780.7805704286868,2564.9268713467277,2.1564703479450125,-1.9999999999998754,-2.00000000000242,nan,185
7828,23.77,174.72,7214.399062930417,-2643.435289515679,780.8175567130124,2565.3234860584034,1.2091984961849018,0.0,-2.999999999999813,nan,185
7829,23.77,174.7,7215.314233770169,-2643.8366389420007,780.8547181232213,2565.720069398679,0.8061323359870011,0.0,-1.9999999999998754,nan,185
7830,23.77,174.67,7216.229404611809,-2644.23797210858,780.8920546509769,2566.1166212785856,1.2091984961849018,0.0,-2.999999999999813,nan,185
7831,23.74,174.67,7217.144680930709,-2644.639056925437,780.929473989576,2566.5129185363753,2.999999999745193,-3.0000000000001315,0.0,nan,185
7832,23.73,174.65,7218.060097817641,-2645.03981707567,780.966933580094,2566.9088888548085,1.2837630866413074,-0.9999999999999377,-1.9999999999998754,nan,185
7833,23.72,174.62,7218.975584943242,-2645.440401760196,781.0045530849358,2567.3046704377834,1.567466059208084,-0.9999999999999377,-2.999999999999813,nan,185
7834,23.69,174.61000000000004,7219.8912124464505,-2645.840655116146,781.0422824257977,2567.7001123801488,3.0268178329336797,-2.999999999999813,-0.9999999999973934,nan,185
7835,23.66,174.61000000000004,7220.807050324961,-2646.240427821,781.0800016767514,2568.095076379834,2.999999999745193,-3.0000000000001315,0.0,nan,185
7836,23.63,174.62,7221.723098328442,-2646.6397263426456,781.1176410534323,2568.4895749622215,3.026690597077567,-3.0000000000001315,0.9999999999973934,nan,185
7837,23.61,174.62,7222.639321249351,-2647.0386301747176,781.1552080842379,2568.8836866623074,2.000000000501443,-1.9999999999998754,0.0,nan,185
7838,23.57,174.61000000000004,7223.555753820806,-2647.437053051537,781.1927648703374,2569.277320130205,4.019969054278602,-4.000000000000069,-0.9999999999973934,nan,185
7839,23.52,174.59,7224.472500407988,-2647.8347493847764,781.2303581720611,2569.670226636695,5.063427879603393,-5.000000000000007,-2.00000000000242,nan,185
7840,23.46,174.56,7225.38963002467,-2648.231553015098,781.2680417248965,2570.0622359713684,6.1179944853819075,-5.999999999999945,-2.999999999999813,nan,185
7841,23.4,174.55,7226.307176536853,-2648.6273871704284,781.3057727157013,2570.453275385704,6.013161237886173,-6.000000000000263,-0.9999999999999377,nan,185
7842,23.33,174.55,7227.225173538037,-2649.0221815499945,781.3434394025076,2570.8432845853986,6.9999999998732045,-6.999999999999883,0.0,nan,185
7843,23.260000000000005,174.52,7228.143654379898,-2649.4158493154655,781.3811024560737,2571.2321717747623,7.099826234355157,-6.999999999999565,-2.999999999999813,nan,185
7844,23.2,174.47,7229.062583292753,-2649.808453251604,781.4189402835914,2571.619983950433,6.315792386176756,-6.000000000000263,-4.999999999999689,nan,185
7845,23.18,174.43,7229.981787374964,-2650.2003887403916,781.4570245509724,2572.0071087437464,2.545784986566932,-2.0000000000001936,-3.999999999999751,nan,185
7846,23.18,174.41,7230.9010601713335,-2650.5921445700556,781.4952984873572,2572.3940380308504,0.7872420921400771,0.0,-2.00000000000242,nan,185
7847,23.19,174.39,7231.82029861312,-2650.9839668511913,781.5337170119928,2572.781020914862,1.2727932725011024,1.0000000000002558,-1.9999999999998754,nan,185
7848,23.21,174.33,7232.7394339607445,-2651.3760016420774,781.5724327858703,2573.168189592982,3.0962633611099415,1.9999999999998754,-5.999999999997082,nan,185
7849,23.230000000000004,174.3,7233.658431730936,-2651.7683251818758,781.6114881926445,2573.55561632028,2.323572161701484,2.0000000000001936,-2.999999999999813,nan,185
7850,23.25,174.3,7234.577291818226,-2652.1609576804717,781.6506781260301,2573.9433391059274,2.000000000501443,1.9999999999998754,0.0,nan,185
7851,23.260000000000005,174.29,7235.496048576174,-2652.553826109113,781.6899262414994,2574.3312918529323,1.0751213905372319,1.0000000000002558,-1.0000000000024822,nan,185
7852,23.27,174.29,7236.414736409972,-2652.9468506649328,781.7292245877293,2574.7193957551053,0.9999999982653272,0.9999999999996197,0.0,nan,185
7853,23.28,174.27000000000004,7237.333355293455,-2653.340027886075,781.7686075226175,2575.107644369276,1.2745812478098197,1.0000000000002558,-1.999999999997331,nan,185
7854,23.29,174.26,7238.251905196091,-2653.7333543087952,781.8081094038645,2575.496031250409,1.0752981265273178,0.9999999999996197,-1.0000000000024822,nan,185
7855,23.28,174.25,7239.170455098727,-2654.126673832546,781.8476799190005,2575.8844052769878,1.0752981265273178,-0.9999999999996197,-0.9999999999999377,nan,185
7856,23.260000000000005,174.25,7240.089108456639,-2654.5197506214363,781.8872606703723,2576.2725366002396,2.000000000501443,-1.9999999999998754,0.0,nan,185
7857,23.21,174.26,7241.008002950206,-2654.9122724195195,781.9267509712732,2576.660122927869,5.015539122343463,-5.000000000000325,0.9999999999999377,nan,185
7858,23.18,174.25,7241.927172653741,-2655.3041558483246,781.9661769917694,2577.0470789178153,3.0257440359543284,-3.0000000000001315,-0.9999999999999377,nan,185
7859,23.18,174.23,7242.84644545011,-2655.6957895038327,782.0056814744921,2577.433779246492,0.7872420921400771,0.0,-1.9999999999998754,nan,185
7860,23.2,174.20000000000002,7243.765649529789,-2656.087565492354,782.0453730481943,2577.8206050605104,2.322837584517255,2.0000000000001936,-2.999999999999813,nan,185
7861,23.21,174.19,7244.684750486823,-2656.479567017337,782.0852256799405,2578.2076415156216,1.0748271570591819,0.9999999999999377,-0.9999999999999377,nan,185
7862,23.22,174.20000000000002,7245.603782660026,-2656.871728128525,782.1250945218624,2578.5948355368555,1.0748859708656846,0.9999999999999377,0.9999999999999377,nan,185
7863,23.22,174.18,7246.52278043307,-2657.263965541986,782.1650057113085,2578.982101879178,0.7885254470124413,0.0,-1.9999999999998754,nan,185
7864,23.21,174.15,7247.441812609173,-2657.6561057148565,782.205079867814,2579.3692571474253,1.548682884955104,-0.9999999999999377,-2.999999999999813,nan,185
7865,23.22,174.14,7248.360844782376,-2658.0482318831687,782.2452909335655,2579.7563865319785,1.0748859708656846,0.9999999999999377,-1.0000000000024822,nan,185
7866,23.22,174.14,7249.2798425539695,-2658.440434323553,782.2855444000363,2580.143588202899,5.729577951308232e-07,0.0,0.0,nan,185
7867,23.22,174.15,7250.198840325926,-2658.8326402738826,782.3257636400971,2580.5307963534374,0.3942627232728631,0.0,1.0000000000024822,nan,185
7868,23.2,174.15,7251.117906890682,-2659.2246901658323,782.3659323046894,2580.917853447387,2.000000000501443,-1.9999999999998754,0.0,nan,185
7869,23.2,174.14,7252.037042230299,-2659.6165769750237,782.4061188180308,2581.304746523538,0.3939419111238788,0.0,-1.0000000000024822,nan,185
7870,23.2,174.13,7252.956177569917,-2660.008456764376,782.4463737279109,2581.6916266454105,0.3939419111238788,0.0,-0.9999999999973934,nan,185
7871,23.19,174.12,7253.875347282784,-2660.4002497322863,782.4866888157917,2582.078415031364,1.0747683603808533,-0.9999999999999377,-0.9999999999999377,nan,185
7872,23.17,174.12,7254.79462007304,-2660.7917997942714,782.5270134472278,2582.464960603946,2.000000000501443,-1.9999999999998754,0.0,nan,185
7873,23.18,174.11,7255.713927213574,-2661.183266534831,782.5673640292259,2582.851420910427,1.0746508116370213,0.9999999999996197,-0.9999999999999377,nan,185
7874,23.2,174.10000000000002,7256.6331312903585,-2661.5749656126045,782.6078076584715,2583.238104560406,2.0383973682382424,2.0000000000001936,-0.9999999999999377,nan,185
7875,23.21,174.08,7257.552232248479,-2661.966893440882,782.6483786097565,2583.6250049935775,1.2731903555046147,0.9999999999999377,-1.9999999999998754,nan,185
7876,23.230000000000004,174.06,7258.471230016858,-2662.359046399449,782.6891112388224,2584.0121156092027,2.149830754106188,2.0000000000001936,-1.9999999999998754,nan,185
7877,23.25,174.04,7259.3900901055995,-2662.751504154408,782.7300140034557,2584.399515033086,2.150066141242756,1.9999999999998754,-2.00000000000242,nan,185
7878,23.27,174.05,7260.308812401654,-2663.1442773347385,782.7709842486992,2584.7872228007286,2.038614555325414,1.9999999999998754,1.0000000000024822,nan,185
7879,23.28,174.06,7261.2274312840445,-2663.537296874411,782.8119108588337,2585.175179793293,1.0752391996804431,1.0000000000002558,0.9999999999999377,nan,185
7880,23.29,174.04,7262.145981187774,-2663.930472294385,782.8528884058826,2585.563287633541,1.2747800838159564,0.9999999999996197,-2.00000000000242,nan,185
